date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:45	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:45	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:46	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:46	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2003%20Aug%202026%2015:57:45%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.3d.delayed	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:46	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:47	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2003%20Aug%202026%2015:57:45%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:47	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:47	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2003%20Aug%202026%2015:57:46%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/universal/images-v6/icons/opentable-icons.41.delayed	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:47	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:48	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2003%20Aug%202026%2015:57:46%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:48	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:48	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2003%20Aug%202026%2015:57:47%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/Portfolio%20Site/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:48	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:49	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:49	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:49	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/Portfolio%20Site/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62f2a61a63fd070566a92dd6/38/5c5a519771c10ba3470d8101/62f2a61a63fd070566a92df1/1811/site.css?nocustom=true)
11:57:50	3775170/3775170	---M-Z	200	added ('OK')	text/html	etag:W/%22928cfae7fd2ab145d2ef8ad32bfe91f7%22	https://www.archxilla.com/tech-portfolio	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/tech-portfolio.html	(from https://www.archxilla.com/portfolio)
11:57:50	308781/308781	---MCZ	200	added ('OK')	text/html	etag:W/%222d3735fdfa4ffcdb976d9d91cfcdae04--gzip%22	https://www.archxilla.com/illustration-portfolio	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/illustration-portfolio.html	(from https://www.archxilla.com/portfolio)
11:57:51	152546/152546	---MCZ	200	added ('OK')	text/html	etag:W/%22d034612a5b3965842dd92710144614aa--gzip%22	https://www.archxilla.com/portfolio/portcon-plus	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/portcon-plus.html	(from https://www.archxilla.com/portfolio)
11:57:51	181928/181928	---M--	200	added ('OK')	image/png	etag:CMT2xdXhv/kCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660254414182-HX5BY83IIFC0AXJNIT76/PortConPlus-001.png	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660254414182-HX5BY83IIFC0AXJNIT76/PortConPlus-001.png	(from https://www.archxilla.com/portfolio)
11:57:51	165393/165393	---MCZ	200	added ('OK')	text/html	etag:W/%22e6420dc52c4959f763dd08c8f4c9ed50--gzip%22	https://www.archxilla.com/portfolio/power-word-casual	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/power-word-casual.html	(from https://www.archxilla.com/portfolio)
11:57:52	150820/150820	---M--	200	added ('OK')	image/jpeg	etag:CLX2qJ3nv/kCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660255906760-F4K5BE4U9L2L8BW8GLW0/PowerWordCasual-Logo.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660255906760-F4K5BE4U9L2L8BW8GLW0/PowerWordCasual-Logo.jpg	(from https://www.archxilla.com/portfolio)
11:57:52	203492/203492	---MCZ	200	added ('OK')	text/html	etag:W/%229d0a84de31c5d1e65f3ccb5465d575f2--gzip%22	https://www.archxilla.com/portfolio/portcon-home	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/portcon-home.html	(from https://www.archxilla.com/portfolio)
11:57:52	202937/202937	---M--	200	added ('OK')	image/jpeg	etag:CJPg0Z+SwPkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660267451504-YVPJ3FCWY4O4KASI4631/PCM-Home-Graphics-Square_PortCon-Home-Square.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660267451504-YVPJ3FCWY4O4KASI4631/PCM-Home-Graphics-Square_PortCon-Home-Square.jpg	(from https://www.archxilla.com/portfolio)
11:57:53	204448/204448	---MCZ	200	added ('OK')	text/html	etag:W/%22279256fa1693249686259e9a6c19f850--gzip%22	https://www.archxilla.com/portfolio/character-cards	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/character-cards.html	(from https://www.archxilla.com/portfolio)
11:57:53	400643/400643	---M--	200	added ('OK')	image/jpeg	etag:CLrUgpbsv/kCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660257233629-X5F21YG8XX849FIAW3JA/Cards-01.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660257233629-X5F21YG8XX849FIAW3JA/Cards-01.jpg	(from https://www.archxilla.com/portfolio)
11:57:53	170666/170666	---MCZ	200	added ('OK')	text/html	etag:W/%223c695bacc823d327ba844627898563d5--gzip%22	https://www.archxilla.com/portfolio/dnd-item-cards	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/dnd-item-cards.html	(from https://www.archxilla.com/portfolio)
11:57:54	527400/527400	---M--	200	added ('OK')	image/jpeg	etag:CM+Im9ihwPkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660271599751-V4NAO7QO54LIIDY0CX5L/ItemCard-Mockups5.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660271599751-V4NAO7QO54LIIDY0CX5L/ItemCard-Mockups5.jpg	(from https://www.archxilla.com/portfolio)
11:57:54	233923/233923	---MCZ	200	added ('OK')	text/html	etag:W/%2287ddef6f7ee02afaeb1a82c0a6ebee8c--gzip%22	https://www.archxilla.com/portfolio/dnd-hellscape-navigators	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/dnd-hellscape-navigators.html	(from https://www.archxilla.com/portfolio)
11:57:54	86830/86830	---M--	200	added ('OK')	image/jpeg	etag:CP30/ovev/kCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660253455274-B7M7L0YI9CRVDHPI9A1J/HN-01.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660253455274-B7M7L0YI9CRVDHPI9A1J/HN-01.jpg	(from https://www.archxilla.com/portfolio)
11:57:55	219836/219836	---MCZ	200	added ('OK')	text/html	etag:W/%22a89dccbef5a8fc71e78e806c98a2d542--gzip%22	https://www.archxilla.com/portfolio/dnd-bullmoose	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/dnd-bullmoose.html	(from https://www.archxilla.com/portfolio)
11:57:55	290015/290015	---M--	200	added ('OK')	image/jpeg	etag:CIiXs8WhwPkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660271559216-D3LZ23RWLPX46XN4W2FQ/Stream-BullMoose-DnD_Instagram-Post.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660271559216-D3LZ23RWLPX46XN4W2FQ/Stream-BullMoose-DnD_Instagram-Post.jpg	(from https://www.archxilla.com/portfolio)
11:57:55	324928/324928	---MCZ	200	added ('OK')	text/html	etag:W/%225089881d127a51ce653f27942edf3a3f--gzip%22	https://www.archxilla.com/portfolio/riverton-mystery-club	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/riverton-mystery-club.html	(from https://www.archxilla.com/portfolio)
11:57:55	177168/177168	---M--	200	added ('OK')	image/jpeg	etag:COqF5ODgv/kCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660254167171-1Z4VY9YCXKTH946RJKWQ/Riverton-Featured.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660254167171-1Z4VY9YCXKTH946RJKWQ/Riverton-Featured.jpg	(from https://www.archxilla.com/portfolio)
11:57:56	2141508/2141508	---M-Z	200	added ('OK')	text/html	etag:W/%220621fb3e72b0f11ead4bf63ab79009f1%22	https://www.archxilla.com/portfolio/dnd-tom-paradox	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/dnd-tom-paradox.html	(from https://www.archxilla.com/portfolio)
11:57:56	160900/160900	---M--	200	added ('OK')	image/jpeg	etag:CLnfrvyXwPkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660268991219-M7691LYO9II4PNXALQSR/CoverPhoto-TomParadox.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1660268991219-M7691LYO9II4PNXALQSR/CoverPhoto-TomParadox.jpg	(from https://www.archxilla.com/portfolio)
11:57:56	217436/217436	---MCZ	200	added ('OK')	text/html	etag:W/%220cf9b6d3b5a92e09553ca0c9c51c6168--gzip%22	https://www.archxilla.com/portfolio/mask-up	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/mask-up.html	(from https://www.archxilla.com/portfolio)
11:57:57	120791/120791	---M--	200	added ('OK')	image/jpeg	etag:CL+v+PX47PkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661806844040-4G47JGJQDY62XVIUJVYV/MaskUp-Logo-OneColor-v2.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661806844040-4G47JGJQDY62XVIUJVYV/MaskUp-Logo-OneColor-v2.jpg	(from https://www.archxilla.com/portfolio)
11:57:57	286395/286395	---MCZ	200	added ('OK')	text/html	etag:W/%2255a20f352c73e45802c8ff1153a7d3d6--gzip%22	https://www.archxilla.com/portfolio/bso	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/bso.html	(from https://www.archxilla.com/portfolio)
11:57:57	254368/254368	---M--	200	added ('OK')	image/jpeg	etag:COaWg4n57PkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661806883913-E9Z1S0UX05L52XNPOFS9/BSO-MWIV-Instagram-v1.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661806883913-E9Z1S0UX05L52XNPOFS9/BSO-MWIV-Instagram-v1.jpg	(from https://www.archxilla.com/portfolio)
11:57:58	1495821/1495821	---M-Z	200	added ('OK')	text/html	etag:W/%2292eea844a06380d97b877d4b96fea183%22	https://www.archxilla.com/portfolio/dtb	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/portfolio/dtb.html	(from https://www.archxilla.com/portfolio)
11:57:58	363205/363205	---M--	200	added ('OK')	image/jpeg	etag:COCk17eE7fkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661809934994-GRR5PVKDCHOCS5QEUYUN/DTB-01.jpg	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/1661809934994-GRR5PVKDCHOCS5QEUYUN/DTB-01.jpg	(from https://www.archxilla.com/portfolio)
11:57:58	37112/37112	---MCZ	200	added ('OK')	text/css	etag:W/%22dde84eee94378b1ab5efbd57fd43fc87%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/website.components.summary.styles.css	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/website.components.summary.styles.css	(from https://www.archxilla.com/about)
11:57:59	17288/17288	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e5a9ba3b98fb59a25e3f9e5e9fa1c7ba%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-strip.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-strip.js	(from https://www.archxilla.com/about)
11:57:59	4610/4610	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b35795055e0ea7ec02ac769a10c33e27%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-autogrid.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-autogrid.js	(from https://www.archxilla.com/about)
11:57:59	12974/12974	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dcaa22959e47a64b0a3ceb441596ec7f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/8018.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/8018.js	(from https://www.archxilla.com/about)
11:58:00	4399/4399	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f1910730a5183107507bd594f713ed5%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-list.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-list.js	(from https://www.archxilla.com/about)
11:58:00	9263/9263	---MCZ	200	added ('OK')	application/javascript	etag:W/%22812511e7dce3f5c73907a24366ef674e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-carousel.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-carousel.js	(from https://www.archxilla.com/about)
11:58:00	6006/6006	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611a5cf4a06dea3e6b2a046cbe452dd1%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-autocolumns.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-autocolumns.js	(from https://www.archxilla.com/about)
11:58:00	4231/4231	---MCZ	200	added ('OK')	application/javascript	etag:W/%22455b4f9b9c52c3ccc3dc8e1f3b392df5%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/website.components.summary.visitor.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/website.components.summary.visitor.js	(from https://www.archxilla.com/about)
11:58:01	4939/4939	---MCZ	200	added ('OK')	application/javascript	etag:W/%22119d5472a700b8c8394e20a84065ffc2%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-grid.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-grid.js	(from https://www.archxilla.com/about)
11:58:01	3986/3986	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f42eeae1f596eaac0481b99970ae478%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-stacked.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-stacked.js	(from https://www.archxilla.com/about)
11:58:01	5950/5950	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d97870a2815e38d7f8485d033a36c611%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/embed-video-player.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/embed-video-player.js	(from https://www.archxilla.com/about)
11:58:02	25218/25218	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224d07abc5e1055fb40334cdc0167cc4e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-manager.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-manager.js	(from https://www.archxilla.com/about)
11:58:02	20225/20225	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dde634ff6bf4518334ab85149d18f8fe%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-slideshow.js	C:/My%20Web%20Sites/Portfolio%20Site/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.summary/cce31568-83b0-4371-af79-b8b4747e38bd_522/gallery-layout-slideshow.js	(from https://www.archxilla.com/about)
11:58:03	1638708/1638708	---M--	200	added ('OK')	image/png	etag:CMy+oa3K7PkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/3c20d22c-a4fa-4a01-9246-fb2cd378c011/Arch-Portrait-01.png	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/3c20d22c-a4fa-4a01-9246-fb2cd378c011/Arch-Portrait-01.png	(from https://www.archxilla.com/about)
11:58:03	1411665/1411665	---M--	200	added ('OK')	image/png	etag:CMD5u/fn7PkCEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/17d5e56d-69b4-4ec0-b34a-f0cb343d6b61/WIP-01.png	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/17d5e56d-69b4-4ec0-b34a-f0cb343d6b61/WIP-01.png	(from https://www.archxilla.com/about)
11:58:03	4633643/4633643	---M--	200	added ('OK')	image/png	etag:CKuohqfK04ADEAE=	https://images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/6ccff474-0153-4e09-b0dc-2c275ab3371c/IMG_1473.png	C:/My%20Web%20Sites/Portfolio%20Site/images.squarespace-cdn.com/content/v1/62f2a61a63fd070566a92dd6/6ccff474-0153-4e09-b0dc-2c275ab3371c/IMG_1473.png	(from https://www.archxilla.com/about)
11:58:03	119452/119452	---M-Z	200	added ('OK')	text/html	etag:W/%220454f02e41d3120504a7f75801bc2b8b--gzip%22	https://www.archxilla.com/insights-and-observations/a-beanie-baby-birthday	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/insights-and-observations/a-beanie-baby-birthday.html	(from https://www.archxilla.com/about)
11:58:04	114781/114781	---M-Z	200	added ('OK')	text/html	etag:W/%229802ba90134ee50e252df34e931063e6%22	https://www.archxilla.com/insights-and-observations/25-years-furby	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/insights-and-observations/25-years-furby.html	(from https://www.archxilla.com/about)
11:58:04	116952/116952	---M-Z	200	added ('OK')	text/html	etag:W/%224f1c02e1c064c9ebdc7ad15b4ab882a5%22	https://www.archxilla.com/insights-and-observations/mattel-monster-high-2022	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/insights-and-observations/mattel-monster-high-2022.html	(from https://www.archxilla.com/about)
11:58:04	109188/109188	---M-Z	200	added ('OK')	text/html	etag:W/%22902630670a03193f8864cc3cca381be3--gzip%22	https://www.archxilla.com/insights-and-observations/dnd-yahtzee	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/insights-and-observations/dnd-yahtzee.html	(from https://www.archxilla.com/about)
11:58:05	2474573/2474573	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%222abb56f735bf24794a9cfddb377f7551%22	https://www.archxilla.com/dtb	C:/My%20Web%20Sites/Portfolio%20Site/www.archxilla.com/dtb.78.delayed	(from https://www.archxilla.com/about)
